Borough,Neighbourhood,Latitude_x,Longitude_x,Median_Cost_Per_Studio,Median_Cost_Per_1_Bed,Median_Cost_Per_2_Bed,Avg_Cost_Per_Studio,Avg_Cost_Per_1_Bed,Avg_Cost_Per_2_Bed,Avg_Cost_Per_3_Bed,Latitude_y,Longitude_y,Zipcode,Restaurant_Count_Name,Restaurant_Mean_Distance (m),Restaurant_Mean_Rating,Restaurant_Mean_Price,Restaurant_Sum_Reviews,School_Count_Name,Park_Count_Name,Transit_Count_Name,Grocery_Count_Name,Rat_Mean_Case Open?,Rat_Mean_Days Complaint Open,Uber_Sum_Ride Count,Uber_Mean_Ride Count,resto_cluster,Transport_Cluster,Location_Cluster,Resto_Rat_Cluster,POI_Cluster
Brooklyn,Canarsie,40.63556432797428,-73.90209269778966,2000.0,1500.0,1950.0,,,,,40.63556432797428,-73.90209269778966,11236.0,25,659.12,2.625668449197861,1.7916666666666667,0.0,0.0,0.0,0.0,0.0,0.009009009009009,11.486486486486486,0.0,0.0,1,1,0,2,1
Brooklyn,Flatlands,40.630446043757466,-73.92911302644674,1998.0,1653.0,2000.0,,,,,40.630446043757466,-73.92911302644674,11236.0,25,626.28,2.796791443850268,1.5416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,10.84,0.0,0.0,1,1,0,2,1
Brooklyn,Mill Island,40.606336421685626,-73.90818571777423,,,,,,,,40.606336421685626,-73.90818571777423,11234.0,16,864.9375,3.243137254901961,1.3636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,14.875,0.0,0.0,1,1,0,2,1
Brooklyn,Manhattan Beach,40.57791350308657,-73.94353722891886,,2300.0,2250.0,,,,,40.57791350308657,-73.94353722891886,11235.0,25,723.56,3.0840336134453787,1.7826086956521738,0.0,0.0,0.0,0.0,0.0,0.0,13.146341463414634,0.0,0.0,1,1,0,2,1
Brooklyn,Coney Island,40.57429256471601,-73.98868295821637,,1550.0,2400.0,,,,,40.57429256471601,-73.98868295821637,11224.0,25,632.96,2.9401444788441697,1.4761904761904765,0.0,0.0,0.0,0.0,0.0,0.0,17.602941176470587,0.0,0.0,1,1,0,1,1
Brooklyn,Bath Beach,40.59951870282238,-73.99875221443519,1599.0,2600.0,1825.0,,,,,40.59951870282238,-73.99875221443519,11214.0,78,608.5508293328061,3.85977508650519,1.5757575757575757,17027.0,25.0,12.0,19.0,25.0,0.0162337662337662,8.603896103896103,0.0,0.0,1,1,0,3,0
Brooklyn,Borough Park,40.633130512758015,-73.99049823044811,2023.0,2098.0,1811.5,,,,,40.633130512758015,-73.99049823044811,11219.0,66,658.0252400523362,3.993540945790081,1.5454545454545454,9447.0,29.0,9.0,25.0,25.0,0.018018018018018,9.44144144144144,0.0,0.0,1,1,0,3,0
Brooklyn,Dyker Heights,40.61921945772264,-74.01931375636022,1475.0,1900.0,1900.0,,,,,40.61921945772264,-74.01931375636022,11209.0,25,740.44,3.2139037433155084,1.68,0.0,0.0,0.0,0.0,0.0,0.0118343195266272,11.7396449704142,1.0,1.0,1,0,0,2,1
Brooklyn,Gerritsen Beach,40.590848433902046,-73.93010170691196,,1750.0,2600.0,,,,,40.590848433902046,-73.93010170691196,11235.0,131,586.0179925228127,3.838286004056795,1.7719298245614037,57080.0,58.0,23.0,48.0,22.0,0.0,23.225,0.0,0.0,1,1,0,0,0
Brooklyn,Marine Park,40.609747779894604,-73.93134404108497,,2250.0,2100.0,,,,,40.609747779894604,-73.93134404108497,11234.0,25,790.92,3.0522875816993467,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,1,1,0,2,1
Brooklyn,Clinton Hill,40.693229421881504,-73.96784306216367,1956.0,2521.0,3425.0,2409.0,2776.0,3450.0,4204.0,40.693229421881504,-73.96784306216367,11238.0,65,415.3491320078512,4.215203619909502,1.876923076923077,23658.0,16.0,19.0,18.0,13.0,0.0020597322348094,19.79814624098867,39.0,1.0,1,0,0,0,0
Brooklyn,Sea Gate,40.57637537890224,-74.0078731120024,,,,,,,,40.57637537890224,-74.0078731120024,11224.0,45,725.2081152171419,3.4714285714285715,1.5454545454545454,25878.0,34.0,21.0,34.0,4.0,0.0,9.68421052631579,0.0,0.0,1,1,0,0,0
Brooklyn,Downtown,40.69084402109802,-73.98346337431099,,,,,,,,40.69084402109802,-73.98346337431099,11201.0,25,463.32,4.457254901960784,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,2,1
Brooklyn,Boerum Hill,40.68568291209144,-73.98374824115798,2446.0,2300.0,2750.0,2092.0,2854.0,4356.0,4921.0,40.68568291209144,-73.98374824115798,11217.0,63,533.027016755308,4.225583566760038,2.0,29890.0,9.0,18.0,16.0,7.0,0.001592356687898,12.165605095541402,51.0,1.0,1,0,0,0,0
Brooklyn,Prospect Lefferts Gardens,40.658420017469815,-73.95489867077713,,,,1933.0,2094.0,2911.0,3423.0,40.658420017469815,-73.95489867077713,11225.0,59,537.106464709565,3.98185443668993,1.6296296296296295,14668.0,11.0,18.0,10.0,11.0,0.0041436464088397,11.722375690607734,5.0,1.0,1,0,0,0,0
Brooklyn,Ocean Hill,40.67840255479536,-73.91306831787395,1700.0,1800.0,2100.0,,,,,40.67840255479536,-73.91306831787395,11233.0,24,584.5833333333334,2.9909502262443444,1.25,0.0,0.0,0.0,0.0,0.0,0.011639185257032,13.136760426770126,2.0,1.0,1,0,0,2,1
Brooklyn,City Line,40.67856995727479,-73.86797598081334,,,,,,,,40.67856995727479,-73.86797598081334,11416.0,44,620.824188718584,3.4473039215686274,1.4186046511627908,6098.0,15.0,7.0,7.0,7.0,0.0056022408963585,15.358543417366947,0.0,0.0,1,1,0,2,1
Brooklyn,Bergen Beach,40.61514955045308,-73.89855633630317,,1600.0,1900.0,,,,,40.61514955045308,-73.89855633630317,11234.0,6,904.1666666666666,3.470588235294118,1.6,0.0,0.0,0.0,0.0,0.0,0.0,9.625,0.0,0.0,1,1,0,2,1
Brooklyn,Midwood,40.62559589869843,-73.95759523489838,1600.0,1688.0,2000.0,,,,,40.62559589869843,-73.95759523489838,11230.0,25,724.44,3.189542483660132,1.4782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,10.46124031007752,0.0,0.0,1,1,0,2,1
Brooklyn,Prospect Park South,40.64700860318519,-73.96261316716048,,1400.0,4650.0,,,,,40.64700860318519,-73.96261316716048,11218.0,25,710.96,3.751372549019608,1.68,0.0,0.0,0.0,0.0,0.0,0.00859375,14.59453125,11.0,1.0,1,0,0,2,1
Brooklyn,Georgetown,40.62384524478419,-73.91607483951324,,,,,,,,40.62384524478419,-73.91607483951324,11234.0,25,653.96,3.284739982949702,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2,1
Brooklyn,East Williamsburg,40.70849241041548,-73.93885815269195,,,,,,,,40.70849241041548,-73.93885815269195,11206.0,46,909.4128786864136,4.206436487638534,1.7674418604651163,17099.0,27.0,20.0,14.0,11.0,0.005610098176718,12.584852734922862,44.0,1.0,1,0,0,0,0
Brooklyn,North Side,40.714822906532014,-73.95880857587582,,,,,,,,40.714822906532014,-73.95880857587582,11211.0,73,756.6645359477328,4.336637120601665,1.9154929577464788,49097.0,22.0,33.0,36.0,16.0,0.0,0.0,75.0,1.0,1,0,0,0,0
Brooklyn,South Side,40.71086147265064,-73.95800095153331,,,,,,,,40.71086147265064,-73.95800095153331,11249.0,47,666.6843553447426,4.3249061326658325,1.826086956521739,29051.0,7.0,5.0,1.0,9.0,0.0020898641588296,12.968652037617554,127.0,1.0,1,0,0,0,1
Brooklyn,Ocean Parkway,40.61305976667942,-73.96836678035541,,,,,,,,40.61305976667942,-73.96836678035541,11230.0,68,742.4057791426607,3.804131652661064,1.6440677966101696,17846.0,28.0,9.0,32.0,17.0,0.0,12.963235294117649,4.0,1.0,1,0,0,0,0
Brooklyn,Fort Hamilton,40.61476812694226,-74.03197914537984,,,,,,,,40.61476812694226,-74.03197914537984,11209.0,91,556.467692869389,4.064425770308123,1.8222222222222224,30771.0,33.0,18.0,38.0,13.0,0.0,4.545454545454546,19.0,1.0,1,0,0,0,0
Manhattan,Chinatown,40.71561842231432,-73.99427936255978,3000.0,2850.0,2200.0,,,,,40.71561842231432,-73.99427936255978,10002.0,25,381.08,4.4321568627450985,1.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,1,0,0,2,1
Manhattan,Washington Heights,40.85190252555305,-73.93690027985234,1650.0,1775.0,2163.0,1978.0,2039.0,2425.0,2859.0,40.85190252555305,-73.93690027985234,10032.0,33,576.8795129826883,3.7572786690433753,1.6071428571428572,383.0,4.0,5.0,0.0,1.0,0.0010615711252653,7.53927813163482,10.0,1.0,1,0,0,2,1
Manhattan,Inwood,40.86768396449915,-73.92121042203897,1699.0,1733.0,2100.0,1657.0,1876.0,2273.0,2570.0,40.86768396449915,-73.92121042203897,10034.0,62,567.827897791955,3.748039215686275,1.6101694915254237,22149.0,18.0,17.0,16.0,12.0,0.0055478502080443,10.592233009708735,19.0,1.0,1,0,0,0,0
Manhattan,Hamilton Heights,40.823604284811935,-73.94968791883366,1937.0,2647.0,2400.0,1992.0,2118.0,2589.0,3174.0,40.823604284811935,-73.94968791883366,10039.0,30,596.3656548430407,3.767058823529412,1.6551724137931034,1960.0,2.0,1.0,0.0,3.0,0.0025884383088869,9.125970664365832,9.0,1.0,1,0,0,2,1
Manhattan,Manhattanville,40.8169344294978,-73.9573853935188,,,,,,,,40.8169344294978,-73.9573853935188,10031.0,49,518.4714527389655,3.889475790316127,1.8444444444444448,12651.0,10.0,18.0,18.0,8.0,0.0335820895522388,7.634328358208955,0.0,0.0,1,1,0,3,0
Manhattan,Central Harlem,40.81597606742414,-73.94321112603905,1713.0,2000.0,2667.0,,,,,40.81597606742414,-73.94321112603905,10030.0,40,545.4282107550473,3.900588235294118,1.7105263157894737,17646.0,14.0,16.0,10.0,10.0,0.0078084331077563,10.06663196251952,24.0,1.0,1,0,0,2,0
Manhattan,East Harlem,40.79224946663033,-73.94418223148524,1600.0,2000.0,2300.0,2010.0,2367.0,3268.0,3880.0,40.79224946663033,-73.94418223148524,10035.0,45,618.7680040585607,4.018649237472768,1.627906976744186,16336.0,19.0,34.0,14.0,12.0,0.0,9.124394184168011,6.0,1.0,1,0,0,2,0
Manhattan,Upper East Side,40.775638573301805,-73.96050763135,1898.0,2395.0,3295.0,,,,,40.775638573301805,-73.96050763135,10028.0,53,453.16,4.24047354790973,2.0754716981132075,24647.0,28.0,31.0,38.0,10.0,0.0049504950495049,10.212871287128714,295.0,1.0,1,4,0,0,0
Manhattan,Yorkville,40.77592984988488,-73.94711784471826,,,,2215.0,2838.0,4181.0,7084.0,40.77592984988488,-73.94711784471826,10075.0,25,434.52,4.290980392156863,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,1.0,1,0,0,2,1
Manhattan,Lenox Hill,40.76811265828733,-73.9588596881376,,,,2316.0,3277.0,5106.0,8553.0,40.76811265828733,-73.9588596881376,10075.0,37,437.0543240572051,4.348383677795443,2.0285714285714285,8264.0,7.0,2.0,12.0,2.0,0.0015503875968992,7.63875968992248,229.0,1.0,1,0,0,2,1
Manhattan,Roosevelt Island,40.76215960576283,-73.94916769227953,,2050.0,4478.0,2696.0,3257.0,4411.0,5445.0,40.76215960576283,-73.94916769227953,11106.0,63,1097.8148690335668,4.174696545284781,1.7096774193548387,22473.0,14.0,6.0,14.0,12.0,0.0,0.0,1.0,1.0,1,0,0,0,0
Manhattan,Upper West Side,40.78765799853485,-73.97705923630603,1975.0,2750.0,4350.0,,,,,40.78765799853485,-73.97705923630603,10024.0,54,336.17457957922426,4.190958605664488,2.0576923076923075,47372.0,16.0,23.0,15.0,6.0,0.0029556650246305,12.104433497536943,201.0,1.0,1,0,0,0,0
Manhattan,Lincoln Square,40.77352888942166,-73.98533777001262,,,,,,,,40.77352888942166,-73.98533777001262,10023.0,38,612.4183967987028,4.1342621259029935,2.3421052631578947,27370.0,15.0,15.0,18.0,9.0,0.0233236151603498,12.291545189504372,61.0,1.0,1,0,0,3,0
Manhattan,Clinton,40.75910089146212,-73.99611936309479,1250.0,1635.0,3325.0,,,,,40.75910089146212,-73.99611936309479,10018.0,54,944.5780762355496,4.271895424836601,2.0754716981132075,38961.0,14.0,18.0,6.0,8.0,0.0,0.0,468.0,1.0,1,4,0,0,0
Manhattan,Midtown,40.75469110270623,-73.98166882730304,2923.0,3175.0,4000.0,,,,,40.75469110270623,-73.98166882730304,10017.0,24,445.6666666666667,4.251633986928105,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,14.0,338.0,1.0,1,4,0,2,1
Manhattan,Murray Hill,40.75621459993312,-73.89554738529996,2400.0,3350.0,4678.0,2474.0,3426.0,4653.0,6568.0,40.748303077252174,-73.97833207924127,10016.0,97,562.0441166592279,3.984127966976264,1.8505747126436785,23931.0,20.0,8.0,13.0,2.0,0.0,10.048257372654156,355.0,1.0,1,4,0,0,0
Manhattan,Chelsea,40.66938036710546,-74.09633839496252,2659.75,3365.75,5498.0,2794.0,4062.0,6997.0,11031.0,40.744034706747975,-74.00311633472813,10014.0,41,503.5365853658537,4.134640522875817,1.9142857142857144,0.0,0.0,0.0,0.0,0.0,0.0038240917782026,12.17112810707457,305.0,1.0,1,4,0,2,1
Manhattan,Greenwich Village,40.72693288536128,-73.99991402945902,2400.0,3247.0,3675.0,2828.0,4116.0,8000.0,12418.0,40.72693288536128,-73.99991402945902,10003.0,79,1035.45311022875,4.258351948374287,2.102564102564102,106864.0,13.0,10.0,9.0,9.0,0.004712535344015,11.433553251649387,869.0,1.0,1,4,0,0,0
Manhattan,East Village,40.72784677727024,-73.98222616506416,1850.0,2425.0,2933.0,2608.0,3280.0,4044.0,5289.0,40.72784677727024,-73.98222616506416,10009.0,25,329.96,4.388235294117647,1.826086956521739,0.0,0.0,0.0,0.0,0.0,0.0026315789473684,11.619298245614036,369.0,1.0,1,4,0,2,1
Manhattan,Lower East Side,40.71780674892765,-73.98089031999291,2275.0,2375.0,3195.0,2710.0,3524.0,4699.0,5543.0,40.71780674892765,-73.98089031999291,10002.0,57,620.7096447790977,4.246233230134159,1.962264150943396,73147.0,21.0,12.0,41.0,15.0,0.0093537414965986,11.187074829931973,0.0,0.0,1,1,0,0,0
Manhattan,Tribeca,40.721521967443216,-74.01068328559087,2538.0,3800.0,5625.0,3502.0,5543.0,9650.0,15886.0,40.721521967443216,-74.01068328559087,10012.0,25,498.28,4.369411764705883,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,1.0,1,4,0,2,1
Manhattan,Little Italy,40.71932379395907,-73.99730467208073,1450.0,3000.0,3850.0,,,,,40.71932379395907,-73.99730467208073,10013.0,25,391.0,4.444705882352942,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,1.0,1,4,0,2,1
Manhattan,Soho,40.72218384131794,-74.00065666959759,2443.5,2960.0,3675.0,,,,,40.72218384131794,-74.00065666959759,10012.0,25,409.92,4.43843137254902,2.208333333333333,0.0,0.0,0.0,0.0,0.0,0.0081680280046674,11.365227537922989,553.0,1.0,1,4,0,2,1
Manhattan,West Village,40.73443393572434,-74.00617998126812,2300.0,3310.0,4995.0,2765.0,4169.0,7026.0,11903.0,40.73443393572434,-74.00617998126812,10014.0,47,366.5302385636016,4.326574885273258,2.4468085106382977,52854.0,10.0,20.0,24.0,4.0,0.0,8.429467084639498,699.0,1.0,1,4,0,0,0
Manhattan,Manhattan Valley,40.79730704170287,-73.96428617740655,,,,,,,,40.79730704170287,-73.96428617740655,10025.0,64,484.7756023261207,4.138572303921569,1.75,27350.0,22.0,19.0,23.0,12.0,0.0038338658146964,8.424281150159745,1.0,1.0,1,0,0,0,0
Manhattan,Morningside Heights,40.80799973816583,-73.96389627905332,,,,2329.0,2929.0,3179.0,4105.0,40.80799973816583,-73.96389627905332,10027.0,62,633.0732159407884,4.08573687539532,1.7627118644067796,43790.0,15.0,22.0,32.0,15.0,0.001150747986191,10.560414269275029,215.0,1.0,1,0,0,0,0
Manhattan,Gramercy,40.737209832715,-73.98137594833541,2405.0,3513.5,4756.5,,,,,40.737209832715,-73.98137594833541,10010.0,35,496.3162309185197,4.271596638655463,2.212121212121212,30858.0,15.0,12.0,29.0,10.0,0.0037974683544303,11.332911392405064,129.0,1.0,1,0,0,0,0
Manhattan,Battery Park City,40.71193198394565,-74.01686930508617,2200.0,2733.0,4431.0,2823.0,3573.0,6859.0,10574.0,40.71193198394565,-74.01686930508617,10013.0,24,599.3333333333334,4.313725490196079,1.809523809523809,0.0,0.0,1.0,0.0,0.0,0.0,11.024390243902438,39.0,1.0,1,0,0,2,1
Manhattan,Financial District,40.70710710727048,-74.0106654452127,2195.0,3027.0,3650.0,2955.0,3965.0,6065.0,10653.0,40.70710710727048,-74.0106654452127,10038.0,44,423.15527499306535,4.211586452762924,1.9523809523809523,16169.0,7.0,2.0,8.0,4.0,0.0051282051282051,12.676923076923076,7.0,1.0,1,0,0,0,1
Queens,Astoria,40.76850859335492,-73.91565374304234,1575.0,1875.0,2200.0,,,,,40.76850859335492,-73.91565374304234,11105.0,25,614.68,4.425882352941176,1.7826086956521738,0.0,0.0,0.0,0.0,0.0,0.0054794520547945,11.68219178082192,12.0,1.0,0,0,0,2,2
Queens,Woodside,40.74634908860222,-73.90184166838284,1550.0,1547.5,2061.5,,,,,40.74634908860222,-73.90184166838284,11372.0,25,470.32,3.735686274509805,1.5217391304347827,0.0,0.0,0.0,0.0,3.0,0.0030959752321981,10.160990712074303,7.0,1.0,0,0,0,2,2
Queens,Jackson Heights,40.75198138007367,-73.88282109164365,1575.0,1800.0,2150.0,,,,,40.75198138007367,-73.88282109164365,11372.0,67,616.1323717768911,4.055809189347381,1.8333333333333333,34779.0,17.0,20.0,11.0,18.0,0.0105633802816901,9.077464788732394,15.0,1.0,0,0,0,0,0
Queens,Elmhurst,40.74404850512202,-73.88165622288388,1563.0,1800.0,2236.0,,,,,40.74404850512202,-73.88165622288388,11373.0,25,556.52,4.030588235294118,1.56,0.0,0.0,0.0,0.0,0.0,0.0091743119266055,10.596330275229358,3.0,1.0,0,0,0,2,2
Queens,Howard Beach,40.65422527738487,-73.8381376460028,1100.0,1625.0,2200.0,,,,,40.65422527738487,-73.8381376460028,11414.0,54,474.0893076749867,3.731336238198984,1.679245283018868,27534.0,17.0,4.0,24.0,2.0,0.0,12.296296296296296,1.0,1.0,0,0,0,0,2
Queens,Corona,40.74238175015667,-73.85682497345258,1500.0,1600.0,1950.0,,,,,40.74238175015667,-73.85682497345258,11373.0,25,681.24,3.674509803921569,1.7083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2
Queens,Forest Hills,40.72526378216503,-73.84447500788983,1575.0,1750.0,2150.0,,,,,40.72526378216503,-73.84447500788983,11375.0,25,653.24,3.6007843137254905,1.4782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,20.666666666666668,0.0,0.0,0,3,0,1,2
Queens,Kew Gardens,40.7051790354148,-73.82981905825703,1450.0,1800.0,2125.0,,,,,40.7051790354148,-73.82981905825703,11415.0,45,534.2596069662671,3.704396910279264,1.4878048780487805,8511.0,10.0,7.0,14.0,2.0,0.032258064516129,12.258064516129032,2.0,1.0,0,0,0,3,2
Queens,Richmond Hill,40.69794731471763,-73.83183321446887,2200.0,1695.0,1980.0,,,,,40.69794731471763,-73.83183321446887,11418.0,48,542.8703022835766,3.7064765300059417,1.5121951219512195,7449.0,20.0,6.0,14.0,8.0,0.0,10.795180722891564,0.0,0.0,0,3,0,2,2
Queens,Flushing,40.76445419697846,-73.83177300329582,1600.0,1750.0,2225.0,,,,,40.76445419697846,-73.83177300329582,11354.0,77,479.5608621018639,3.987216704863764,1.7638888888888888,52237.0,26.0,16.0,30.0,16.0,0.0,16.782222222222224,2.0,1.0,0,0,0,0,0
Queens,Long Island City,40.75021734610528,-73.93920223915505,1971.0,2500.0,3300.0,,,,,40.75021734610528,-73.93920223915505,11101.0,25,510.64,3.955294117647059,1.6956521739130437,0.0,0.0,0.0,0.0,0.0,0.0106951871657754,16.518716577540108,66.0,1.0,0,0,0,2,2
Queens,Sunnyside,40.67646822054206,-74.01202084870053,,,,,,,,40.74017628351924,-73.92691617561577,11104.0,41,646.8536585365854,3.845588235294118,1.4857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0,0,2,2
Queens,East Elmhurst,40.76407323883091,-73.86704147658772,1375.0,1700.0,2000.0,,,,,40.76407323883091,-73.86704147658772,11368.0,25,716.68,2.735294117647059,1.64,0.0,0.0,0.0,0.0,0.0,0.0,11.558441558441558,0.0,0.0,0,3,0,2,2
Queens,Maspeth,40.725427374093606,-73.89621713626859,2000.0,1750.0,2000.0,,,,,40.725427374093606,-73.89621713626859,11378.0,48,449.9065583551723,3.7409982174688063,1.5227272727272727,10623.0,19.0,16.0,14.0,4.0,0.0217391304347826,14.057971014492754,1.0,1.0,0,0,0,3,2
Queens,Ridgewood,40.70832315613858,-73.90143517559589,1811.0,1800.0,2000.0,,,,,40.70832315613858,-73.90143517559589,11385.0,25,666.76,3.6007843137254905,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0058479532163742,8.909356725146198,2.0,1.0,0,0,0,2,2
Queens,Glendale,40.70276242967838,-73.87074167435605,1400.0,1675.0,2000.0,,,,,40.70276242967838,-73.87074167435605,11385.0,79,640.6793734324615,3.815196078431372,1.5,23693.0,28.0,16.0,28.0,10.0,0.0,10.075,1.0,1.0,0,0,0,0,0
Queens,Rego Park,40.72897409480735,-73.8578268690537,1673.0,1850.0,2300.0,,,,,40.72897409480735,-73.8578268690537,11375.0,25,534.8,3.0235294117647062,1.2916666666666667,0.0,0.0,0.0,1.0,0.0,0.0172413793103448,13.704022988505749,3.0,1.0,0,0,0,3,2
Queens,Woodhaven,40.68988687915789,-73.8581104655432,1500.0,1600.0,1925.0,,,,,40.68988687915789,-73.8581104655432,11421.0,40,501.7830564188394,3.672210953346856,1.3421052631578947,6676.0,11.0,7.0,13.0,9.0,0.0,14.384615384615383,0.0,0.0,0,3,0,2,2
